,Artist,Song_Count,First_Year,Last_Year,Career_Span
2033,swv,5,1993,1996,4
2034,swv and puff daddy,1,1997,1997,1
2035,sylke fyne featuring chill,1,1998,1998,1
2036,sylvia,1,1973,1973,1
2037,t rex,1,1972,1972,1
2038,taco,1,1983,1983,1
2039,tag team,2,1993,1994,2
2040,taio cruz,2,2010,2011,2
2041,taio cruz featuring ludacris,1,2010,2010,1
2042,take that,2,1995,1996,2
2043,tal bachman,1,1999,1999,1
2044,tamia,1,2001,2001,1
2045,tara kemp,2,1991,1991,1
2046,tatyana ali,1,1998,1998,1
2047,tavares,2,1975,1976,2
2048,taylor dayne,8,1988,1993,6
2049,taylor hicks,1,2006,2006,1
2050,taylor swift,19,2007,2015,9
2051,taylor swift featuring kendrick lamar,1,2015,2015,1
2052,tears for fears,5,1985,1993,9
2053,technotronic featuring felly,1,1990,1990,1
2054,technotronic featuring ya kid k,2,1990,1992,3
2055,teddy geiger,1,2006,2006,1
2056,tee set,1,1970,1970,1
2057,teena marie,1,1985,1985,1
2058,terence trent darby,2,1988,1988,1
2059,teri desario  kc,1,1980,1980,1
2060,terri gibbs,1,1981,1981,1
2061,terror squad,1,2004,2004,1
2062,terry jacks,1,1974,1974,1
2063,tesla,2,1990,1991,2
2064,tevin campbell,5,1991,1994,4
2065,thal'ia featuring fat joe,1,2003,2003,1
2066,the 5th dimension,6,1967,1972,6
2067,the ad libs,1,1965,1965,1
2068,the alan parsons project,3,1981,1982,2
2069,the allamerican rejects,4,2006,2009,4
2070,the allman brothers band,1,1973,1973,1
2071,the american breed,1,1968,1968,1
2072,the animals,2,1965,1968,4
2073,the archies,1,1969,1969,1
2074,the association,3,1966,1967,2
2075,the b52s,3,1989,1990,2
2076,the babys,1,1979,1979,1
2077,the band perry,2,2010,2011,2
2078,the bangles,5,1986,1989,4
2079,the barkays,1,1967,1967,1
2080,the beach boys,8,1965,1988,24
2081,the beatles,17,1965,1976,12
2082,the beatles with billy preston,1,1969,1969,1
2083,the beau brummels,2,1965,1965,1
2084,the bee gees,1,1968,1968,1
2085,the beginning of the end,1,1971,1971,1
2086,the bellamy brothers,1,1976,1976,1
2087,the bells,1,1971,1971,1
2088,the black eyed peas,16,2003,2011,9
2089,the blackbyrds,1,1975,1975,1
2090,the blackout allstars,1,1997,1997,1
2091,the box tops,4,1967,1969,3
2092,the brotherhood of man,1,1970,1970,1
2093,the brothers johnson,3,1976,1980,5
2094,the buckinghams,3,1967,1967,1
2095,the buoys,1,1971,1971,1
2096,the byrds,1,1965,1965,1
2097,the calling,1,2002,2002,1
2098,the capitols,1,1966,1966,1
2099,the carpenters,11,1970,1975,6
2100,the cars,5,1982,1986,5
2101,the casinos,1,1967,1967,1
2102,the chakachas,1,1972,1972,1
2103,the chambers brothers,1,1968,1968,1
2104,the charlie daniels band,1,1979,1979,1
2105,the chilites,1,1972,1972,1
2106,the clash,1,1983,1983,1
2107,the click five,1,2005,2005,1
2108,the cover girls,2,1990,1992,3
2109,the cowsills,3,1967,1969,3
2110,the cranberries,2,1994,1997,4
2111,the crazy world of arthur brown,1,1968,1968,1
2112,the cuff links,1,1969,1969,1
2113,the cure,2,1989,1992,4
2114,the cyrkle,1,1966,1966,1
2115,the dave clark five,2,1965,1965,1
2116,the delfonics,2,1968,1970,3
2117,the dells,2,1968,1969,2
2118,the detroit emeralds,1,1972,1972,1
2119,the dirt band,1,1980,1980,1
2120,the doobie brothers,3,1973,1979,7
2121,the doors,5,1967,1971,5
2122,the dramatics,2,1971,1972,2
2123,the easybeats,1,1967,1967,1
2124,the electric prunes,1,1967,1967,1
2125,the emotions,1,1977,1977,1
2126,the escape club,2,1988,1991,4
2127,the esquires,1,1967,1967,1
2128,the fireballs,1,1968,1968,1
2129,the first class,1,1974,1974,1
2130,the floaters,1,1977,1977,1
2131,the flying machine,1,1969,1969,1
2132,the fortunes,2,1965,1971,7
2133,the foundations,2,1968,1969,2
2134,the four seasons,2,1976,1994,19
2135,the four tops,3,1966,1973,8
2136,the fray,5,2006,2009,4
2137,the free movement,1,1971,1971,1
2138,the friends of distinction,3,1969,1970,2
2139,the fuzz,1,1971,1971,1
2140,the game featuring 50 cent,2,2005,2005,1
2141,the game featuring lil wayne,1,2008,2008,1
2142,the gogos,4,1982,1984,3
2143,the grass roots,4,1967,1971,5
2144,the greg kihn band,2,1981,1983,3
2145,the guess who,4,1969,1970,2
2146,the guess who featuring wolfman jack,1,1974,1974,1
2147,the happenings,2,1966,1967,2
2148,the heights,2,1992,1993,2
2149,the hillside singers,1,1972,1972,1
2150,the hollies,6,1966,1974,9
2151,the hombres,1,1967,1967,1
2152,the honey cone,1,1971,1971,1
2153,the honeydrippers,1,1985,1985,1
2154,the hues corporation,1,1974,1974,1
2155,the human beinz,1,1968,1968,1
2156,the human league,3,1982,1986,5
2157,the ides of march,1,1970,1970,1
2158,the intruders,1,1968,1968,1
2159,the irish rovers,1,1968,1968,1
2160,the isley brothers,4,1969,1975,7
2161,the isley brothers featuring r kelly and chante moore,1,2001,2001,1
2162,the j geils band,2,1982,1982,1
2163,the jackson 5,7,1970,1974,5
2164,the jacksons,3,1977,1984,8
2165,the jaggerz,1,1970,1970,1
2166,the jeff healey band,1,1989,1989,1
2167,the jets,5,1986,1988,3
2168,the killers,1,2005,2005,1
2169,the kingsmen,1,1965,1965,1
2170,the kinks,4,1965,1983,19
2171,the klf,2,1991,1992,2
2172,the knack,1,1979,1979,1
2173,the left banke,1,1966,1966,1
2174,the lemon pipers,1,1968,1968,1
2175,the lettermen,2,1968,1969,2
2176,the lovin spoonful,3,1965,1966,2
2177,the lox featuring dmx and lil kim,1,1998,1998,1
2178,the lumineers,2,2012,2013,2
2179,the main ingredient,2,1972,1974,3
2180,the mamas  the papas,3,1966,1967,2
2181,the manhattan transfer,1,1981,1981,1
2182,the manhattans,2,1976,1980,5
2183,the marshall tucker band,1,1977,1977,1
2184,the marvelettes,1,1966,1966,1
2185,the mccoys,1,1965,1965,1
2186,the mills brothers,1,1968,1968,1
2187,the mindbenders,1,1966,1966,1
2188,the miracles,5,1965,1976,12
2189,the moments,1,1970,1970,1
2190,the monkees,5,1966,1967,2
2191,the moody blues,2,1965,1972,8
2192,the motels,1,1982,1982,1
2193,the music explosion,1,1967,1967,1
2194,the neighbourhood,1,2014,2014,1
2195,the new seekers,2,1970,1972,3
2196,the notorious big,3,1995,1997,3
2197,the notorious big featuring puff daddy and mase,1,1997,1997,1
2198,the oak ridge boys,1,1981,1981,1
2199,the ojays,6,1972,1978,7
2200,the okaysions,1,1968,1968,1
2201,the originals,2,1969,1970,2
2202,the osmonds,3,1971,1972,2
2203,the outfield,1,1986,1986,1
2204,the outsiders,1,1966,1966,1
2205,the partridge family,2,1971,1971,1
2206,the pipkins,1,1970,1970,1
2207,the pointer sisters,6,1973,1985,13
2208,the police,5,1981,1984,4
2209,the poppy family,1,1970,1970,1
2210,the pretenders,4,1980,1995,16
2211,the proclaimers,1,1993,1993,1
2212,the pussycat dolls featuring busta rhymes,1,2005,2005,1
2213,the rascals,2,1968,1968,1
2214,the red jumpsuit apparatus,1,2007,2007,1
2215,the righteous brothers,5,1965,1974,10
2216,the rolling stones,13,1965,1984,20
2217,the romantics,1,1984,1984,1
2218,the royal guardsmen,1,1967,1967,1
2219,the sandpipers,2,1966,1970,5
2220,the script,2,2010,2011,2
2221,the script featuring william,1,2013,2013,1
2222,the searchers,1,1965,1965,1
2223,the seekers,2,1965,1967,3
2224,the shades of blue,1,1966,1966,1
2225,the smashing pumpkins,1,1996,1996,1
2226,the sos band,1,1980,1980,1
2227,the soul survivors,1,1967,1967,1
2228,the spencer davis group,1,1967,1967,1
2229,the spinners,7,1970,1980,11
2230,the stampeders,1,1971,1971,1
2231,the standells,1,1966,1966,1
2232,the staple singers,2,1972,1976,5
2233,the strangeloves,1,1965,1965,1
2234,the stylistics,4,1972,1974,3
2235,the supremes,10,1965,1970,6
2236,the supremes  the temptations,1,1969,1969,1
2237,the surfaris,1,1966,1966,1
2238,the sylvers,3,1976,1977,2
2239,the system,1,1987,1987,1
2240,the tbones,1,1966,1966,1
2241,the temptations,12,1965,1973,9
2242,the three degrees,1,1975,1975,1
2243,the time,2,1985,1990,6
2244,the tony rich project,1,1996,1996,1
2245,the trammps,1,1978,1978,1
2246,the tremeloes,2,1967,1967,1
2247,the troggs,2,1966,1968,3
2248,the tubes,1,1983,1983,1
2249,the turtles,6,1965,1969,5
2250,the undisputed truth,1,1971,1971,1
2251,the ventures,1,1969,1969,1
2252,the veronicas,1,2009,2009,1
2253,the verve,1,1998,1998,1
2254,the verve pipe,1,1997,1997,1
2255,the vogues,2,1966,1968,3
2256,the wanted,1,2012,2012,1
2257,the watts 103rd street rhythm band,1,1969,1969,1
2258,the weeknd,3,2015,2015,1
2259,the whispers,1,1987,1987,1
2260,the who,3,1967,1976,10
2261,the winstons,1,1969,1969,1
2262,the yardbirds,3,1965,1966,2
2263,the young rascals,4,1966,1967,2
2264,the youngbloods,1,1969,1969,1
2265,the zombies,2,1965,1969,5
2266,thedream,2,2008,2009,2
2267,thelma houston,1,1977,1977,1
2268,thin lizzy,1,1976,1976,1
2269,third eye blind,5,1997,2000,4
2270,thomas dolby,1,1983,1983,1
2271,thomas rhett,1,2013,2013,1
2272,thompson square,1,2011,2011,1
2273,thompson twins,3,1984,1986,3
2274,three 6 mafia,1,2008,2008,1
2275,three 6 mafia featuring young buck and 8ball  mjg,1,2006,2006,1
2276,three dog night,9,1969,1974,6
2277,ti,7,2005,2009,5
2278,ti featuring iggy azalea,1,2014,2014,1
2279,ti featuring justin timberlake,1,2009,2009,1
2280,ti featuring rihanna,2,2008,2009,2
2281,tierra,1,1981,1981,1
2282,tiffany,3,1987,1989,3
2283,til tuesday,1,1985,1985,1
2284,tim mcgraw,7,1994,2004,11
2285,tim mcgraw and faith hill,1,1997,1997,1
2286,tim mcgraw featuring taylor swift and keith urban,1,2013,2013,1
2287,timbaland  magoo featuring missy elliott and aaliyah,1,1997,1997,1
2288,timbaland featuring drake,1,2010,2010,1
2289,timbaland featuring justin timberlake,1,2010,2010,1
2290,timbaland featuring keri hilson,2,2007,2008,2
2291,timbaland featuring nelly furtado and justin timberlake,1,2007,2007,1
2292,timbaland featuring onerepublic,2,2007,2008,2
2293,timex social club,1,1986,1986,1
2294,timmy t,1,1991,1991,1
2295,timmy thomas,1,1973,1973,1
2296,tina turner,6,1984,1993,10
2297,tinashe featuring schoolboy q,1,2014,2014,1
2298,tinie tempah featuring eric turner,1,2011,2011,1
2299,tlc,10,1992,1999,8
2300,toad the wet sprocket,1,1992,1992,1
2301,toby beau,1,1978,1978,1
2302,toby keith,6,2000,2012,13
2303,toby keith featuring willie nelson,1,2003,2003,1
2304,todd rundgren,2,1972,1974,3
2305,tom cochrane,1,1992,1992,1
2306,tom jones,8,1965,1971,7
2307,tom petty,2,1990,1995,6
2308,tom petty and the heartbreakers,4,1980,1994,15
2309,tom t hall,1,1974,1974,1
2310,tommy boyce  bobby hart,1,1968,1968,1
2311,tommy james,1,1971,1971,1
2312,tommy james and the shondells,6,1966,1969,4
2313,tommy page,1,1990,1990,1
2314,tommy roe,3,1966,1969,4
2315,tommy tutone,1,1982,1982,1
2316,tone loc,2,1989,1989,1
2317,toni basil,1,1983,1983,1
2318,toni braxton,9,1993,2000,8
2319,tony joe white,1,1969,1969,1
2320,tony orlando and dawn,4,1971,1975,5
2321,tony toni tone,2,1993,1993,1
2322,total,3,1996,1997,2
2323,total featuring missy elliott,1,1999,1999,1
2324,total featuring the notorious big,1,1995,1995,1
2325,toto,5,1979,1986,8
2326,tove lo,3,2014,2015,2
2327,tower of power,1,1973,1973,1
2328,toya,2,2001,2002,2
2329,tpain,2,2005,2006,2
2330,tpain featuring akon,1,2007,2007,1
2331,tpain featuring lil wayne,1,2008,2008,1
2332,tpain featuring mike jones,1,2006,2006,1
2333,tpain featuring wiz khalifa and lily allen,1,2012,2012,1
2334,tpain featuring yung joc,1,2007,2007,1
2335,tpau,1,1987,1987,1
2336,tq,1,1998,1998,1
2337,trace adkins,1,2008,2008,1
2338,tracey ullman,1,1984,1984,1
2339,tracie spencer,1,1991,1991,1
2340,tracy chapman,2,1988,1996,9
2341,train,6,2000,2012,13
2342,trapt,1,2003,2003,1
2343,travie mccoy featuring bruno mars,1,2010,2010,1
2344,travis tritt,1,2001,2001,1
2345,trey songz,4,2008,2015,8
2346,trey songz featuring fabolous,1,2010,2010,1
2347,trey songz featuring nicki minaj,2,2010,2011,2
2348,trick daddy,1,2001,2001,1
2349,trick daddy featuring ludacris lil kim and cee lo green,1,2005,2005,1
2350,trillville featuring cutty,1,2005,2005,1
2351,truth hurts featuring rakim,1,2002,2002,1
2352,twayne,1,2015,2015,1
2353,tweet featuring missy elliott,1,2002,2002,1
2354,twista,1,2004,2004,1
2355,twista featuring kanye west and jamie foxx,1,2004,2004,1
2356,tyga,1,2012,2012,1
2357,tyler collins,1,1990,1990,1
2358,tyrese,2,1999,2003,5
2359,tyrone davis,2,1969,1970,2
2360,u2,7,1987,2001,15
2361,ub40,4,1988,1993,6
2362,ugly kid joe,2,1992,1993,2
2363,uncle kracker,2,2001,2010,10
2364,uncle kracker featuring dobie gray,1,2003,2003,1
2365,uncle sam,1,1998,1998,1
2366,unk,2,2007,2007,1
2367,us3,1,1994,1994,1
2368,usa for africa,1,1985,1985,1
2369,usher,14,1997,2012,16
2370,usher and alicia keys,2,2004,2005,2
2371,usher featuring juicy j,1,2015,2015,1
2372,usher featuring lil jon and ludacris,1,2004,2004,1
2373,usher featuring pitbull,2,2010,2011,2
2374,usher featuring plies,1,2010,2010,1
2375,usher featuring william,1,2010,2010,1
2376,usher featuring young jeezy,1,2008,2008,1
2377,van halen,6,1979,1995,17
2378,van mccoy  the soul city symphony,1,1975,1975,1
2379,van morrison,1,1967,1967,1
2380,vance joy,1,2015,2015,1
2381,vanessa carlton,1,2002,2002,1
2382,vanessa williams,4,1989,1995,7
2383,vanessa williams and brian mcknight,1,1993,1993,1
2384,vangelis,1,1982,1982,1
2385,vanilla fudge,1,1968,1968,1
2386,vanilla ice,2,1990,1991,2
2387,vanity fare,1,1970,1970,1
2388,various artists,1,1997,1997,1
2389,vertical horizon,1,2000,2000,1
2390,vic dana,1,1965,1965,1
2391,vicki lawrence,1,1973,1973,1
2392,vicki sue robinson,1,1976,1976,1
2393,vikki carr,1,1967,1967,1
2394,village people,2,1979,1979,1
2395,voices of theory,1,1998,1998,1
2396,wadsworth mansion,1,1971,1971,1
2397,waka flocka flame featuring wale and roscoe dash,1,2011,2011,1
2398,wale featuring tiara thomas,1,2013,2013,1
2399,walk the moon,1,2015,2015,1
2400,walter egan,1,1978,1978,1
2401,walter murphy  the big apple band,1,1976,1976,1
2402,wang chung,2,1984,1987,4
2403,war,7,1972,1976,5
2404,warrant,2,1989,1991,3
2405,warren g,2,1994,1997,4
2406,warren g featuring nate dogg,1,1994,1994,1
2407,wayne fontana  the mindbenders,1,1965,1965,1
2408,wayne newton,1,1972,1972,1
2409,wayne wonder,1,2003,2003,1
2410,we five,1,1965,1965,1
2411,webbie featuring bun b,1,2005,2005,1
2412,webbie featuring lil boosie and lil phat,1,2008,2008,1
2413,weezer,1,2005,2005,1
2414,westlife,1,2000,2000,1
2415,wet willie,1,1974,1974,1
2416,wham,4,1985,1986,2
2417,wham featuring george michael,1,1985,1985,1
2418,when in rome,1,1989,1989,1
2419,white lion,2,1988,1989,2
2420,white plains,1,1970,1970,1
2421,white town,1,1997,1997,1
2422,whitesnake,2,1987,1988,2
2423,whitney houston,19,1985,2000,16
2424,whitney houston and mariah carey,1,1999,1999,1
2425,whitney houston featuring cece winans,1,1996,1996,1
2426,whitney houston featuring faith evans and kelly price,1,1999,1999,1
2427,wild cherry,1,1976,1976,1
2428,will smith,3,1998,2005,8
2429,will smith featuring dru hill and kool moe dee,1,1999,1999,1
2430,will to power,2,1989,1991,3
2431,willa ford,1,2001,2001,1
2432,william devaughn,1,1974,1974,1
2433,william featuring britney spears,1,2013,2013,1
2434,william featuring justin bieber,1,2013,2013,1
2435,willie mitchell,1,1968,1968,1
2436,willie nelson,1,1982,1982,1
2437,wilson phillips,4,1990,1991,2
2438,wilson pickett,4,1966,1971,6
2439,wing and a prayer fife and drum corps,1,1976,1976,1
2440,winger,1,1991,1991,1
2441,wings,5,1975,1979,5
2442,wiz khalifa,3,2011,2012,2
2443,wiz khalifa featuring charlie puth,1,2015,2015,1
2444,wreckxneffect,1,1993,1993,1
2445,wyclef jean,1,1998,1998,1
2446,wyclef jean featuring akon lil wayne and niia,1,2008,2008,1
2447,x ambassadors,1,2015,2015,1
2448,xscape,4,1993,1998,6
2449,yes,2,1972,1984,13
2450,yg featuring jeezy and rich homie quan,1,2014,2014,1
2451,ying yang twins,1,2005,2005,1
2452,ying yang twins featuring lil jon  the east side boyz,1,2004,2004,1
2453,ylvis,1,2013,2013,1
2454,young dro featuring ti,1,2006,2006,1
2455,young gunz,1,2003,2003,1
2456,young jeezy featuring akon,2,2005,2006,2
2457,young jeezy featuring kanye west,1,2008,2008,1
2458,young jeezy featuring r kelly,1,2007,2007,1
2459,young mc,1,1989,1989,1
2460,young money,1,2009,2009,1
2461,young money featuring lloyd,1,2010,2010,1
2462,youngbloodz featuring lil jon,2,2003,2004,2
2463,yung joc,1,2006,2006,1
2464,yung joc featuring nitti,1,2006,2006,1
2465,yvonne elliman,1,1978,1978,1
2466,zac brown band,3,2009,2011,3
2467,zac brown band featuring jimmy buffett,1,2011,2011,1
2468,zager  evans,1,1969,1969,1
2469,zedd featuring foxes,1,2013,2013,1
2470,zedd featuring hayley williams,1,2014,2014,1
2471,zhane,2,1993,1994,2
2472,zz top,2,1984,1986,3
